movie_id,movie_title,franchise,release_year,release_date,decade,movie_type,genre,sub_genre,runtime_minutes,rating,language,country,director,producer,composer,lead_actor,lead_actress,animation_type,studio,budget_million_usd,box_office_million_usd,production_cost_million_usd,marketing_cost_million_usd,opening_weekend_million_usd,domestic_box_office_million_usd,international_box_office_million_usd,roi_percent,imdb_rating,rotten_tomatoes_score,metacritic_score,audience_score,cinemas_released,streaming_platform,streaming_release_date,disney_plus_available,awards_won,oscar_nominations,oscar_wins,soundtrack_popularity,number_of_songs,has_post_credit_scene,villain_name,main_character,princess_movie,animal_sidekick,magic_theme,musical,family_friendly,based_on_book,based_on_true_story,remake,sequel,prequel,cinematic_universe,target_age_group,merchandise_sales_million_usd,theme_park_attraction,theme_park_name,video_game_adaptation,mobile_game_available,global_popularity_index,fan_rating,critic_rating,rewatchability_score,cultural_impact_score,social_media_mentions_million,search_popularity,holiday_release,summer_release,streaming_hours_million,home_media_sales_million,inflation_adjusted_box_office_million,profit_million,profit_category,success_category
DIS00883,Tale of Wonders 3,Tale of Wonders,1942,1942-10-23,1940s,Live Action,Sci-Fi,Superhero,120,PG,English,USA,Brad Bird,Jason Owen,Patrick Doyle,Chris Pratt,Emma Watson,None,Lucasfilm,94.2,83.2,70.8,24.4,11.5,34.2,49.0,-12.6,7.7,72,61,79,2458,Theatrical Only,,No,4,0,0,71,10,No,Scar,Rapunzel,Yes,No,No,Yes,Yes,No,No,No,No,No,None,Family,47.6,No,None,No,No,15.5,7.9,7.0,1.3,1.4,1.57,37,No,No,0.0,15.6,257.9,-12.0,Loss,Flop
DIS00884,Hercules: Adventure,Hercules,2022,2022-11-26,2020s,Animated,Comedy,Mystery,106,PG,English,USA,Jon Favreau,Jared Bush,Hans Zimmer,Ryan Reynolds,Zoe Saldana,3D CGI,20th Century Studios,428.0,1180.3,390.3,97.2,114.6,677.7,502.6,142.1,7.6,81,63,78,2519,Disney+,2023-10-07,Yes,1,2,1,81,14,No,Gaston,Mirabel,No,No,No,Yes,Yes,No,No,No,Yes,No,None,Family,126.7,No,None,Yes,Yes,62.7,7.5,7.7,5.2,6.2,21.3,57,Yes,No,19.3,196.9,1298.3,692.8,High Profit,Hit
DIS00885,Spirit of Dreams,Spirit of Dreams,1973,1973-07-17,1970s,Disney Channel Original,Fantasy,Mystery,85,G,English,USA,Andrew Stanton,Peter Del Vecho,Patrick Doyle,Jason Segel,Anne Hathaway,2D,Pixar Animation Studios,325.8,457.9,303.0,95.5,32.0,251.3,206.6,14.9,5.0,30,38,34,2026,Theatrical Only,,No,0,0,0,24,8,No,Jafar,Elsa,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,None,Family,97.5,No,None,No,No,29.2,5.3,3.7,4.7,2.6,10.19,33,No,Yes,0.0,30.3,1064.6,59.4,Low Profit,Average
DIS00886,Kingdom of Dreams,Kingdom of Dreams,1949,1949-02-05,1940s,Live Action,Adventure,Holiday,157,G,English,India,David Lowery,Kathleen Kennedy,Germaine Franco,Robert Downey Jr.,Auli'i Cravalho,None,Lucasfilm,45.1,38.1,42.6,19.4,5.6,21.4,16.7,-38.5,8.8,80,81,90,2103,Theatrical Only,,No,3,1,0,77,13,No,Yzma,Belle,Yes,No,No,Yes,Yes,Yes,No,No,No,No,None,Teen,53.6,No,None,No,No,31.5,8.7,8.4,4.0,3.1,2.67,30,No,No,0.0,4.7,111.4,-23.9,Loss,Flop
DIS00887,Legend of the Realm,Legend of the Realm,2018,2018-06-04,2010s,Live Action,Drama,Road Trip,91,PG,Hindi,USA,Chris Buck,John Lasseter,Michael Giacchino,Ryan Reynolds,Idina Menzel,None,Marvel Studios,78.4,122.6,67.2,19.0,6.8,50.4,72.2,42.2,7.1,61,78,66,1329,Disney+,2018-12-14,Yes,1,0,0,42,1,Yes,Yzma,Simba,No,No,No,No,Yes,No,No,No,Yes,No,Marvel Cinematic Universe,Teen,20.1,No,None,No,No,22.3,7.2,5.8,2.3,2.1,3.88,39,No,Yes,12.0,11.3,147.1,36.4,Medium Profit,Average
DIS00888,Treasure Planet,Treasure Planet,1945,1945-05-09,1940s,Disney Channel Original,Action,Buddy Comedy,102,PG-13,French,Japan,Pete Docter,John Lasseter,Randy Newman,Ewan McGregor,Zoe Saldana,Hybrid,Pixar Animation Studios,24.1,29.7,22.5,6.1,4.2,15.1,14.6,3.8,4.4,28,45,33,1453,Theatrical Only,,No,0,0,0,27,8,No,Cruella de Vil,Rapunzel,Yes,Yes,No,Yes,No,No,No,No,No,No,None,Everyone,58.4,No,None,No,No,24.0,4.6,3.0,1.6,2.1,7.33,37,No,No,0.0,4.1,89.8,1.1,Low Profit,Average
DIS00889,Peter Pan,Peter Pan,2012,2012-05-24,2010s,Disney Channel Original,Family,Heist,60,G,English,India,Pete Docter,Kevin Feige,James Newton Howard,Ryan Reynolds,Emma Watson,Stop Motion,Disneytoon Studios,94.9,291.3,80.4,39.1,24.5,156.2,135.1,143.8,7.1,62,65,65,4135,Disney+,2013-06-20,Yes,1,1,0,54,1,No,Maleficent,Riley,No,No,Yes,No,Yes,No,No,No,No,No,None,Everyone,73.3,No,None,No,No,28.6,7.2,7.0,1.9,2.0,3.38,26,No,No,21.2,26.0,393.3,171.8,High Profit,Hit
DIS00890,Kingdom of the Forest 2,Kingdom of the Forest,2005,2005-12-05,2000s,Animated,Romance,Sports,107,PG,English,USA,Dean DeBlois,Osnat Shurer,Patrick Doyle,Idris Elba,Sofia Carson,Stop Motion,Pixar Animation Studios,93.3,360.0,71.5,20.8,17.7,113.2,246.8,290.0,8.5,91,82,81,3781,Disney+ Hotstar,2006-09-25,Yes,1,1,0,60,2,No,Scar,Riley,No,No,No,No,Yes,No,No,No,No,No,None,Family,139.9,No,None,No,No,45.8,8.6,9.0,3.4,4.9,8.07,46,Yes,No,51.2,38.1,549.0,267.7,Massive Profit,Hit
DIS00891,Spirit of the Realm: Adventure,Spirit of the Realm,1978,1978-01-07,1970s,Animated,Adventure,Coming of Age,134,PG-13,English,USA,Brad Bird,Jared Bush,Michael Giacchino,Johnny Depp,Angelina Jolie,Hybrid,Pixar Animation Studios,231.9,1078.1,178.0,95.5,110.7,568.7,509.4,294.2,4.8,36,36,35,2004,Theatrical Only,,No,0,0,0,66,2,No,Yzma,Aladdin,No,No,No,No,No,Yes,No,No,Yes,No,None,Everyone,110.3,No,None,Yes,No,55.5,4.8,3.5,5.0,4.1,12.51,49,No,No,0.0,160.9,2371.8,804.6,Massive Profit,Blockbuster
DIS00892,The Sword in the Stone,The Sword in the Stone,1952,1952-05-01,1950s,Pixar,Musical,Mystery,84,G,Multiple,Canada,Rich Moore,Kathleen Kennedy,Michael Giacchino,Idris Elba,Auli'i Cravalho,2D,Disneytoon Studios,423.2,1319.2,333.9,120.2,107.9,397.3,921.9,190.5,7.4,66,77,84,2294,Disney+,1952-12-26,Yes,1,2,0,79,6,No,Chernabog,Nemo,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,None,Teen,117.6,No,None,No,No,60.9,7.7,7.7,5.9,5.1,22.87,52,No,No,42.9,89.0,3759.7,865.1,Massive Profit,Hit
DIS00893,Snow White 3,Snow White,1950,1950-01-21,1950s,Animated,Fantasy,Time Travel,113,G,French,USA,Rob Marshall,Peter Del Vecho,Thomas Newman,Idris Elba,Anne Hathaway,2D,Lucasfilm,395.8,238.8,370.8,86.2,16.2,126.0,112.8,-47.7,6.4,57,51,59,1826,Theatrical Only,,No,2,1,1,27,11,No,Mother Gothel,Ariel,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,None,Everyone,81.4,No,None,No,No,28.3,6.5,5.2,3.7,3.0,8.23,36,No,No,0.0,27.0,692.5,-218.2,Loss,Flop
DIS00894,The Enchanted Dreams,The Enchanted Dreams,2007,2007-07-06,2000s,Disney Channel Original,Adventure,Heist,116,G,English,USA,Jennifer Lee,Roy Conli,Alan Menken,Tom Holland,Lily James,2D,20th Century Studios,36.4,33.4,32.4,7.5,4.4,16.5,16.9,-16.3,7.9,83,85,78,3247,Theatrical Only,,No,2,2,0,63,13,No,Shan Yu,Ariel,Yes,No,No,Yes,Yes,No,No,No,Yes,No,None,Teen,71.9,No,None,No,No,35.6,7.7,8.1,3.6,2.4,4.86,26,No,Yes,0.0,2.4,49.3,-6.5,Loss,Average
DIS00895,Tangled,Tangled,2020,2020-10-06,2020s,Live Action,Romance,Sports,82,PG-13,English,Canada,Rich Moore,John Lasseter,James Newton Howard,Jason Segel,Kristen Bell,None,Walt Disney Animation Studios,210.4,102.7,192.6,89.0,8.9,48.1,54.6,-63.5,5.5,40,52,62,1095,Disney+,2021-05-21,Yes,0,0,0,49,10,No,Gaston,Mulan,Yes,Yes,No,Yes,No,No,No,No,Yes,No,None,Family,15.3,No,None,No,No,15.5,5.5,3.8,1.7,1.0,2.3,15,No,No,18.5,13.7,118.1,-178.9,Loss,Flop
DIS00896,Adventures of Wonders 3,Adventures of Wonders,2021,2021-07-12,2020s,Short Film,Drama,Road Trip,168,PG,Spanish,USA,Dean DeBlois,Jason Owen,Randy Newman,Chris Evans,Emma Stone,3D CGI,Disney Channel Productions,140.4,1077.9,128.7,62.0,165.7,515.1,562.8,465.2,7.6,67,56,95,3352,Disney+,2021-09-27,Yes,1,1,0,72,1,No,Mother Gothel,Mike Wazowski,No,No,No,No,Yes,No,No,No,No,No,None,Family,77.4,No,None,No,No,57.1,8.1,6.9,5.9,5.9,20.45,53,No,Yes,62.1,169.4,1212.6,887.2,Massive Profit,Mega Blockbuster
DIS00897,Alice in Wonderland,Alice in Wonderland,1986,1986-03-15,1980s,Disney Channel Original,Romance,Mystery,185,PG-13,English,USA,Niki Caro,Kathleen Kennedy,Lin-Manuel Miranda,Johnny Depp,Zoe Saldana,Hybrid,Walt Disney Animation Studios,287.7,113.4,247.5,72.6,13.0,60.5,52.9,-64.6,7.0,63,75,70,3178,Theatrical Only,,No,0,0,0,33,1,No,Shan Yu,Tarzan,No,Yes,No,No,No,No,No,No,No,No,None,Teen,66.7,No,None,No,No,27.2,6.9,6.7,2.7,2.9,6.46,36,No,No,0.0,19.8,226.8,-206.7,Loss,Flop
DIS00898,Legend of the Forest 3,Legend of the Forest,2002,2002-12-04,2000s,Short Film,Romance,Buddy Comedy,119,PG-13,English,USA,Lee Unkrich,Jonas Rivera,Alan Menken,Jason Segel,Kristen Bell,Hybrid,Walt Disney Pictures,373.6,1867.2,344.3,110.0,334.8,1197.1,670.1,311.0,6.1,42,54,47,3523,Theatrical Only,,No,0,0,0,59,2,No,Chernabog,Cinderella,Yes,Yes,No,No,No,No,No,No,No,No,None,Kids,192.9,Yes,Disney's Animal Kingdom,Yes,Yes,84.0,5.9,4.3,8.2,7.1,8.5,74,Yes,No,0.0,122.8,2987.5,1412.9,Massive Profit,Blockbuster
DIS00899,Kingdom of Wonders (Remake),Kingdom of Wonders,2020,2020-11-19,2020s,Disney Channel Original,Adventure,Heist,190,G,English,USA,Kirk Wise,Yvett Merino,Lin-Manuel Miranda,Chris Pratt,Zoe Saldana,Stop Motion,20th Century Studios,398.5,1563.8,314.6,167.1,104.5,820.1,743.7,224.6,7.1,60,62,71,3847,DisneyNOW,2021-03-02,No,1,2,1,49,2,Yes,Gaston,Hercules,No,Yes,No,No,Yes,No,No,No,No,No,None,Everyone,236.3,No,None,Yes,No,70.5,6.7,5.6,7.7,8.5,10.55,69,Yes,No,0.0,308.6,1798.4,1082.1,Massive Profit,Hit
DIS00900,Camp Rock,Camp Rock,1983,1983-10-16,1980s,Pixar,Comedy,Superhero,73,PG,Multiple,Japan,Rob Marshall,Peter Del Vecho,Alan Menken,Chris Pratt,Lily James,3D CGI,Walt Disney Animation Studios,356.0,499.0,324.9,77.2,27.6,162.2,336.8,24.1,6.8,80,53,59,3853,Theatrical Only,,No,0,1,0,94,10,No,Scar,Stitch,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,None,Teen,102.3,No,None,No,No,41.7,7.0,8.0,3.4,2.8,4.45,42,No,No,0.0,41.9,1035.4,96.9,Low Profit,Average
DIS00901,Cinderella,Standalone,1989,1989-11-24,1980s,Live Action,Action,Buddy Comedy,107,PG-13,English,UK,Rich Moore,Jared Bush,Alan Menken,Josh Gad,Anne Hathaway,None,Pixar Animation Studios,264.0,2025.4,244.7,105.9,128.7,611.9,1413.5,477.7,6.8,62,60,67,2324,Disney+ Hotstar,1990-09-19,Yes,1,1,0,53,0,No,Yzma,Ralph,No,Yes,No,No,No,No,No,No,No,No,None,Family,223.1,Yes,Shanghai Disneyland,No,No,95.4,7.1,6.0,8.8,8.9,23.92,100,Yes,No,40.5,147.4,3898.9,1674.8,Massive Profit,Mega Blockbuster
DIS00902,Tale of Dreams 2,Tale of Dreams,1941,1941-10-11,1940s,Disney Channel Original,Action,Road Trip,145,G,English,USA,Jon Favreau,Jonas Rivera,Germaine Franco,Chris Pratt,Zendaya,3D CGI,Pixar Animation Studios,334.6,1146.7,254.3,93.3,78.1,357.5,789.2,229.9,5.8,31,45,46,2378,Disney+,1942-03-12,Yes,0,0,0,51,0,No,Yzma,Mirabel,No,Yes,Yes,No,Yes,No,No,No,Yes,No,None,Kids,165.6,No,None,No,No,53.1,5.6,2.8,4.9,3.8,5.4,54,No,No,32.7,142.3,3583.4,799.1,Massive Profit,Hit
DIS00903,The Rescuers,Standalone,1964,1964-07-21,1960s,Pixar,Drama,Road Trip,188,PG,English,USA,Lee Unkrich,Peter Del Vecho,Thomas Newman,Will Smith,Zoe Saldana,3D CGI,20th Century Studios,135.2,271.3,119.7,37.7,36.3,105.3,166.0,72.4,6.2,56,65,56,890,Theatrical Only,,No,1,0,0,75,7,No,Maleficent,Aurora,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,None,Kids,53.7,No,None,No,No,27.6,6.1,6.0,4.2,4.0,8.06,23,No,Yes,0.0,22.7,691.8,113.9,Medium Profit,Hit
DIS00904,Cars: Untold Story,Cars,2005,2005-12-27,2000s,Short Film,Drama,Mystery,69,PG,English,USA,Rich Moore,Kathleen Kennedy,Thomas Newman,Jason Segel,Emma Stone,Stop Motion,Lucasfilm,373.3,1934.4,334.6,136.9,149.3,591.9,1342.5,310.3,5.6,54,38,60,4193,Disney+ Hotstar,2006-03-23,Yes,0,0,0,26,1,No,Shan Yu,Mike Wazowski,No,Yes,No,No,Yes,No,No,No,No,No,None,Kids,69.3,Yes,Tokyo Disneyland,Yes,Yes,78.2,5.3,5.5,7.1,7.8,23.11,82,Yes,No,47.7,136.1,2950.0,1462.9,Massive Profit,Blockbuster
DIS00905,Atlantis 4,Atlantis,1954,1954-06-16,1950s,Disney Channel Original,Romance,Superhero,60,PG-13,English,Canada,Kirk Wise,Osnat Shurer,Randy Newman,Idris Elba,Angelina Jolie,Hybrid,Marvel Studios,333.5,284.3,292.8,90.7,19.7,92.7,191.6,-25.9,6.9,61,72,72,1318,Disney+,1955-03-28,Yes,2,2,2,53,1,Yes,Maleficent,Aladdin,No,Yes,Yes,No,No,No,No,No,No,No,Marvel Cinematic Universe,Kids,43.4,No,None,No,No,31.4,7.5,5.4,3.4,3.2,2.94,22,No,Yes,27.1,25.8,796.0,-99.2,Loss,Flop
DIS00906,Legend of the Sea,Legend of the Sea,1960,1960-06-15,1960s,Disney Channel Original,Animation,Superhero,168,PG,English,USA,Jennifer Lee,Jason Owen,Germaine Franco,Jason Segel,Idina Menzel,3D CGI,Marvel Studios,339.9,618.0,290.7,127.2,66.6,324.1,293.9,47.9,7.6,72,71,74,1028,Disney+,1961-04-14,Yes,1,2,0,57,4,Yes,Jafar,Woody,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Marvel Cinematic Universe,Teen,44.1,No,None,No,No,44.0,7.5,7.4,4.4,4.0,13.39,52,No,Yes,16.2,107.8,1637.7,200.1,Medium Profit,Average
DIS00907,Camp Rock 3,Camp Rock,1993,1993-12-24,1990s,Animated,Romance,Mystery,90,G,English,India,Pete Docter,Kathleen Kennedy,Christophe Beck,Will Smith,Auli'i Cravalho,2D,Pixar Animation Studios,297.1,1168.4,251.6,77.1,163.5,612.1,556.3,255.5,8.3,79,83,75,2396,Theatrical Only,,No,0,1,0,32,1,No,Cruella de Vil,Woody,No,Yes,No,No,Yes,No,No,No,No,No,None,Everyone,165.0,No,None,No,No,64.0,7.9,8.1,5.7,6.3,16.86,69,Yes,No,0.0,144.6,2132.3,839.7,Massive Profit,Hit
DIS00908,Spirit of the Forest (Remake),Spirit of the Forest,1983,1983-04-12,1980s,Short Film,Animation,Holiday,186,PG-13,English,Japan,Gary Trousdale,Kathleen Kennedy,Hans Zimmer,Idris Elba,Auli'i Cravalho,3D CGI,Lucasfilm,100.7,95.7,86.4,35.7,6.4,40.4,55.3,-21.6,7.0,72,64,71,3202,Disney+,1983-11-01,Yes,0,0,0,47,1,No,Yzma,Mike Wazowski,No,Yes,Yes,No,No,No,No,No,No,No,None,Everyone,70.2,No,None,No,No,27.5,7.1,7.1,3.1,2.2,2.55,8,No,No,11.9,17.1,198.6,-26.4,Loss,Average
DIS00909,Treasure Planet: Awakens,Treasure Planet,2002,2002-03-11,2000s,Animated,Adventure,Time Travel,60,G,English,USA,Rich Moore,Jonas Rivera,Alan Menken,Jason Segel,Idina Menzel,3D CGI,Marvel Studios,203.4,588.2,171.2,74.5,42.5,208.2,380.0,139.4,6.1,55,65,57,3631,Disney+,2002-10-15,Yes,0,0,0,54,1,Yes,Mother Gothel,Stitch,No,No,Yes,No,Yes,No,No,No,Yes,No,Marvel Cinematic Universe,Kids,147.7,No,None,No,No,47.8,5.9,4.8,4.5,6.8,11.8,56,No,No,45.7,41.1,941.1,342.5,High Profit,Hit
DIS00910,The Golden the Sea: Kingdom,The Golden the Sea,1961,1961-06-08,1960s,Animated,Adventure,Superhero,97,PG,Spanish,UK,John Musker,John Lasseter,Hans Zimmer,Dwayne Johnson,Lily James,Hybrid,Walt Disney Animation Studios,250.0,175.2,192.7,60.3,32.8,96.1,79.1,-30.8,5.1,51,34,46,2375,Disney+,1962-06-27,Yes,0,0,0,59,12,No,Scar,Pocahontas,Yes,No,No,Yes,Yes,No,No,No,No,No,None,Everyone,90.4,No,None,No,No,26.2,5.3,4.6,3.5,3.9,9.97,32,No,Yes,11.4,11.2,459.9,-77.8,Loss,Flop
DIS00911,The Princess and the Frog,The Princess and the Frog,2013,2013-11-13,2010s,Animated,Adventure,Fairy Tale,183,G,English,USA,John Musker,Jonas Rivera,Michael Giacchino,Johnny Depp,Sofia Carson,Stop Motion,20th Century Studios,248.9,1247.0,224.8,96.6,80.7,620.4,626.6,288.0,6.6,59,67,61,2090,Disney+,2014-11-30,Yes,0,0,0,41,1,No,Captain Hook,Mal,No,Yes,No,No,Yes,Yes,No,No,No,No,None,Everyone,185.3,Yes,Disney's Hollywood Studios,No,No,65.4,6.8,7.2,6.9,4.8,15.82,68,Yes,No,46.3,186.0,1652.3,925.6,Massive Profit,Blockbuster
DIS00912,Wreck-It Ralph 2,Wreck-It Ralph,2003,2003-02-24,2000s,Remake,Sci-Fi,Road Trip,76,G,English,USA,Pete Docter,Jared Bush,Thomas Newman,Chris Pratt,Anne Hathaway,None,20th Century Studios,174.2,1190.5,139.6,57.2,56.7,395.9,794.6,504.9,7.6,85,62,78,3161,Theatrical Only,,No,1,0,0,77,15,No,Jafar,Snow White,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,None,Kids,183.5,Yes,Disney's Animal Kingdom,No,No,74.9,7.8,8.8,7.3,7.3,11.03,61,No,No,0.0,229.3,1875.0,993.7,Massive Profit,Blockbuster
DIS00913,The Jungle Book,The Jungle Book,1948,1948-01-20,1940s,Short Film,Drama,Buddy Comedy,140,PG,English,USA,Rob Marshall,Jason Owen,Michael Giacchino,Idris Elba,Zendaya,3D CGI,Marvel Studios,403.8,667.9,372.5,91.0,51.4,281.8,386.1,44.1,8.1,68,56,87,4068,Theatrical Only,,No,1,0,0,54,1,Yes,Ursula,Miguel,No,No,No,No,Yes,No,No,No,Yes,No,Marvel Cinematic Universe,Kids,85.0,No,None,No,No,38.6,8.1,6.5,4.1,4.4,10.13,57,No,No,0.0,48.9,1970.3,204.4,Medium Profit,Average
DIS00914,Bambi,Bambi,1943,1943-05-02,1940s,Pixar,Drama,Sports,116,G,English,USA,Rich Moore,Kevin Feige,Lin-Manuel Miranda,Josh Gad,Zendaya,3D CGI,Marvel Studios,55.5,90.4,47.3,19.6,16.8,54.7,35.7,35.1,8.1,87,61,87,1682,DisneyNOW,1944-03-21,No,0,0,0,60,10,Yes,Ursula,Aurora,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Marvel Cinematic Universe,Everyone,104.8,No,None,No,No,34.5,8.1,9.1,3.8,2.1,9.87,36,No,No,0.0,14.7,278.0,23.5,Medium Profit,Average
DIS00915,Kingdom of the Realm,Kingdom of the Realm,2027,2027-09-26,2020s,Short Film,Drama,Buddy Comedy,155,PG,English,USA,Brad Bird,Yvett Merino,Alan Menken,Chris Evans,Emma Watson,2D,Walt Disney Animation Studios,438.2,1807.0,380.4,142.7,98.2,658.7,1148.3,245.4,6.6,58,56,72,0,Theatrical Only,,No,0,0,0,47,11,No,Maleficent,Belle,Yes,No,No,Yes,Yes,No,No,No,No,No,None,Teen,225.9,Yes,Disney's Hollywood Studios,No,No,81.3,6.6,5.7,8.3,8.2,32.23,83,No,No,0.0,111.8,1807.0,1283.9,Massive Profit,Blockbuster
DIS00916,Kingdom of Stardust,Kingdom of Stardust,2021,2021-09-05,2020s,Short Film,Comedy,Holiday,63,PG-13,English,Canada,Rob Marshall,Roy Conli,Alan Menken,Jason Segel,Idina Menzel,Stop Motion,Disneytoon Studios,22.8,15.3,17.5,7.6,0.9,6.9,8.4,-39.0,6.8,62,54,59,3848,Disney+,2021-12-25,Yes,0,1,0,49,2,No,Jafar,Winnie the Pooh,No,Yes,No,No,No,Yes,No,No,No,No,None,Teen,40.7,No,None,No,No,27.2,6.7,5.9,3.6,2.7,9.37,35,No,No,23.9,1.7,17.2,-9.8,Loss,Flop
DIS00917,The Parent Trap (Remake),The Parent Trap,1975,1975-03-11,1970s,Pixar,Musical,Fairy Tale,61,G,French,India,Andrew Stanton,Osnat Shurer,Patrick Doyle,Tom Holland,Idina Menzel,3D CGI,Lucasfilm,7.7,55.6,5.8,3.3,5.4,17.1,38.5,511.0,6.5,57,55,64,779,Disney+,1975-12-19,Yes,0,0,0,57,5,No,Scar,Riley,No,No,No,Yes,Yes,No,No,No,No,No,None,Everyone,23.3,No,None,No,No,22.9,6.2,5.9,1.3,2.6,2.34,20,No,No,19.6,8.7,126.5,46.5,Massive Profit,Mega Blockbuster
DIS00918,Moana,Moana,1977,1977-11-12,1970s,Disney Channel Original,Animation,Sports,160,PG,English,USA,Jon Favreau,Peter Del Vecho,Randy Newman,Chris Pratt,Angelina Jolie,Stop Motion,Pixar Animation Studios,318.2,1311.8,292.8,99.5,106.3,436.8,875.0,234.4,4.6,40,26,35,2809,Disney+,1978-06-02,Yes,0,0,0,40,2,No,Chernabog,Aurora,Yes,No,Yes,No,Yes,No,No,No,No,No,None,Everyone,149.1,Yes,Tokyo Disneyland,Yes,Yes,65.8,4.5,3.5,4.5,6.4,15.99,68,Yes,No,31.2,241.0,2918.8,919.5,Massive Profit,Blockbuster
DIS00919,Aladdin (Remake),Aladdin,1969,1969-04-03,1960s,Remake,Adventure,Superhero,83,PG,French,USA,Gary Trousdale,Yvett Merino,Alan Menken,Ryan Reynolds,Halle Bailey,None,Walt Disney Pictures,177.1,270.3,157.2,70.9,19.6,125.8,144.5,18.5,8.2,64,91,92,1050,Theatrical Only,,No,3,1,0,62,10,Yes,Shan Yu,Woody,No,No,No,Yes,Yes,Yes,No,Yes,No,No,None,Kids,43.0,No,None,No,No,30.6,7.4,6.4,3.3,2.6,5.7,35,No,No,0.0,21.8,655.5,42.2,Low Profit,Average
DIS00920,The Golden Wonders (Remake),Standalone,1955,1955-05-06,1950s,Disney Channel Original,Comedy,Superhero,130,PG,Japanese,India,Niki Caro,Yvett Merino,Alan Menken,Ewan McGregor,Zoe Saldana,3D CGI,Walt Disney Pictures,381.4,1655.4,290.8,87.9,166.6,687.0,968.4,337.1,7.9,66,67,80,2345,Disney+,1955-10-07,Yes,2,3,2,45,15,No,Chernabog,Moana,Yes,No,No,Yes,Yes,No,No,No,No,No,None,Kids,70.1,Yes,Tokyo Disneyland,Yes,No,85.2,8.3,6.7,6.7,9.6,18.51,80,No,No,92.3,119.5,4593.7,1276.7,Massive Profit,Blockbuster
DIS00921,Mulan,Mulan,1961,1961-04-27,1960s,Pixar,Drama,Buddy Comedy,110,PG-13,Hindi,USA,Brad Bird,Peter Del Vecho,Michael Giacchino,Idris Elba,Lily James,Hybrid,Marvel Studios,317.2,307.1,238.1,105.2,43.0,172.7,134.4,-10.5,6.9,57,58,67,1969,Disney+,1962-05-25,Yes,4,0,0,51,1,Yes,Shan Yu,Tarzan,No,No,No,No,No,No,No,No,No,No,Marvel Cinematic Universe,Kids,100.7,No,None,No,No,42.1,6.9,6.5,3.7,3.2,14.52,47,No,No,47.9,59.5,806.1,-36.2,Loss,Average
DIS00922,Adventures of Dreams,Adventures of Dreams,2024,2024-01-20,2020s,Live Action,Fantasy,Buddy Comedy,100,G,English,UK,Rich Moore,Jason Owen,James Newton Howard,Robert Downey Jr.,Zoe Saldana,None,Lucasfilm,20.1,84.0,17.7,6.2,8.4,53.3,30.7,251.5,7.4,75,67,67,1482,Disney+,2024-06-27,Yes,1,3,1,62,1,No,Hades,Simba,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,None,Family,90.6,No,None,No,No,30.0,7.1,6.8,3.9,5.6,2.33,35,No,No,25.4,7.7,88.2,60.1,Massive Profit,Blockbuster
DIS00923,Adventures of the Forest,Adventures of the Forest,1999,1999-02-18,1990s,Pixar,Drama,Mystery,179,G,English,UK,Chris Buck,Osnat Shurer,Alan Menken,Chris Pratt,Halle Bailey,Hybrid,Walt Disney Pictures,399.7,674.6,320.9,103.4,37.7,287.0,387.6,59.0,7.9,83,66,84,2446,Disney+,1999-04-26,Yes,0,0,0,37,0,No,Yzma,Hiro,No,No,No,No,Yes,No,No,No,No,No,None,Kids,161.3,No,None,No,No,49.7,8.2,8.2,6.1,3.7,11.21,54,No,No,35.2,49.1,1130.0,250.3,Medium Profit,Average
DIS00924,Legend of the Realm,Standalone,1980,1980-04-09,1980s,Live Action,Family,Heist,127,PG,English,USA,Jon Favreau,Kathleen Kennedy,Germaine Franco,Chris Pratt,Halle Bailey,None,Disney Channel Productions,370.6,455.7,332.5,94.4,46.3,153.3,302.4,6.7,6.9,47,59,53,2837,Theatrical Only,,No,0,0,0,44,2,No,Mother Gothel,Winnie the Pooh,No,Yes,No,No,Yes,No,No,No,No,No,None,Kids,118.5,No,None,No,No,40.7,7.3,4.5,3.5,3.9,6.6,36,No,No,0.0,27.6,979.8,28.8,Low Profit,Average
DIS00925,Tale of Stardust,Tale of Stardust,1979,1979-06-06,1970s,Pixar,Comedy,Sports,177,PG,English,UK,Gary Trousdale,John Lasseter,Germaine Franco,Ewan McGregor,Sofia Carson,2D,Disneytoon Studios,201.0,231.2,156.4,83.9,27.7,107.4,123.8,-3.8,6.9,71,70,71,2503,Disney+,1979-10-29,Yes,3,0,0,53,0,No,Scar,Hiro,No,No,No,No,Yes,No,No,No,Yes,No,None,Family,113.5,No,None,No,No,33.6,6.9,6.6,2.1,3.3,4.52,48,No,Yes,18.7,18.4,502.9,-9.1,Loss,Average
